,Z,N,me_diff_over_std
1903,55.0,121.0,4.0
1904,55.0,122.0,4.0
1905,55.0,123.0,4.0
1906,55.0,124.0,4.0
1907,55.0,125.0,4.0
1908,55.0,126.0,4.0
1909,56.0,56.0,4.0
1910,56.0,57.0,4.0
1911,56.0,58.0,4.0
1912,56.0,59.0,4.0
1913,56.0,60.0,3.0
1914,56.0,61.0,3.0
1915,56.0,62.0,4.0
1916,56.0,63.0,3.0
1917,56.0,64.0,1.0
1918,56.0,65.0,2.0
1919,56.0,66.0,1.0
1920,56.0,67.0,1.0
1921,56.0,68.0,1.0
1922,56.0,69.0,2.0
1923,56.0,70.0,3.0
1924,56.0,71.0,3.0
1925,56.0,72.0,1.0
1926,56.0,73.0,1.0
1927,56.0,74.0,-1.0
1928,56.0,75.0,1.0
1929,56.0,76.0,1.0
1930,56.0,77.0,2.0
1931,56.0,78.0,4.0
1932,56.0,79.0,4.0
1933,56.0,80.0,2.0
1934,56.0,81.0,-2.0
1935,56.0,82.0,-4.0
1936,56.0,83.0,-2.0
1937,56.0,84.0,-1.0
1938,56.0,85.0,4.0
1939,56.0,86.0,4.0
1940,56.0,87.0,4.0
1941,56.0,88.0,2.0
1942,56.0,89.0,2.0
1943,56.0,90.0,-1.0
1944,56.0,91.0,1.0
1945,56.0,92.0,-1.0
1946,56.0,93.0,1.0
1947,56.0,94.0,3.0
1948,56.0,95.0,4.0
1949,56.0,96.0,4.0
1950,56.0,97.0,4.0
1951,56.0,98.0,4.0
1952,56.0,99.0,4.0
1953,56.0,100.0,4.0
1954,56.0,101.0,-3.0
1955,56.0,102.0,-4.0
1956,56.0,103.0,-4.0
1957,56.0,104.0,-4.0
1958,56.0,105.0,-4.0
1959,56.0,106.0,-4.0
1960,56.0,107.0,-4.0
1961,56.0,108.0,-4.0
1962,56.0,109.0,-4.0
1963,56.0,110.0,-4.0
1964,56.0,111.0,-4.0
1965,56.0,112.0,-4.0
1966,56.0,113.0,-4.0
1967,56.0,114.0,-3.0
1968,56.0,115.0,-2.0
1969,56.0,116.0,1.0
1970,56.0,117.0,1.0
1971,56.0,118.0,3.0
1972,56.0,119.0,4.0
1973,56.0,120.0,4.0
1974,56.0,121.0,4.0
1975,56.0,122.0,4.0
1976,56.0,123.0,4.0
1977,56.0,124.0,4.0
1978,56.0,125.0,4.0
1979,56.0,126.0,4.0
1980,57.0,62.0,4.0
1981,57.0,63.0,4.0
1982,57.0,64.0,4.0
1983,57.0,65.0,4.0
1984,57.0,66.0,3.0
1985,57.0,67.0,2.0
1986,57.0,68.0,2.0
1987,57.0,69.0,2.0
1988,57.0,70.0,3.0
1989,57.0,71.0,4.0
1990,57.0,72.0,4.0
1991,57.0,73.0,4.0
1992,57.0,74.0,3.0
1993,57.0,75.0,3.0
1994,57.0,76.0,2.0
1995,57.0,77.0,3.0
1996,57.0,78.0,3.0
1997,57.0,79.0,4.0
1998,57.0,80.0,4.0
1999,57.0,81.0,3.0
2000,57.0,82.0,-1.0
2001,57.0,83.0,1.0
2002,57.0,84.0,2.0
2003,57.0,85.0,4.0
2004,57.0,86.0,4.0
2005,57.0,87.0,4.0
2006,57.0,88.0,4.0
2007,57.0,89.0,4.0
2008,57.0,90.0,1.0
2009,57.0,91.0,1.0
2010,57.0,92.0,-2.0
2011,57.0,93.0,1.0
2012,57.0,94.0,2.0
2013,57.0,95.0,4.0
2014,57.0,96.0,4.0
2015,57.0,97.0,4.0
2016,57.0,98.0,4.0
2017,57.0,99.0,4.0
2018,57.0,100.0,4.0
2019,57.0,101.0,-4.0
2020,57.0,102.0,-4.0
2021,57.0,103.0,-4.0
2022,57.0,104.0,-4.0
2023,57.0,105.0,-4.0
2024,57.0,106.0,-4.0
2025,57.0,107.0,-4.0
2026,57.0,108.0,-4.0
2027,57.0,109.0,-4.0
2028,57.0,110.0,-4.0
2029,57.0,111.0,-4.0
2030,57.0,112.0,-4.0
2031,57.0,113.0,-4.0
2032,57.0,114.0,-4.0
2033,57.0,115.0,-2.0
2034,57.0,116.0,-1.0
2035,57.0,117.0,-1.0
2036,57.0,118.0,2.0
2037,57.0,119.0,3.0
2038,57.0,120.0,4.0
2039,57.0,121.0,4.0
2040,57.0,122.0,4.0
2041,57.0,123.0,4.0
2042,57.0,124.0,4.0
2043,57.0,125.0,4.0
2044,57.0,126.0,4.0
2045,58.0,58.0,4.0
2046,58.0,59.0,4.0
2047,58.0,60.0,4.0
2048,58.0,61.0,4.0
2049,58.0,62.0,4.0
2050,58.0,63.0,4.0
2051,58.0,64.0,4.0
2052,58.0,65.0,4.0
2053,58.0,66.0,4.0
2054,58.0,67.0,3.0
2055,58.0,68.0,2.0
2056,58.0,69.0,1.0
2057,58.0,70.0,-1.0
2058,58.0,71.0,1.0
2059,58.0,72.0,2.0
2060,58.0,73.0,4.0
2061,58.0,74.0,4.0
2062,58.0,75.0,4.0
2063,58.0,76.0,3.0
2064,58.0,77.0,2.0
2065,58.0,78.0,2.0
2066,58.0,79.0,4.0
2067,58.0,80.0,4.0
2068,58.0,81.0,4.0
2069,58.0,82.0,3.0
2070,58.0,83.0,3.0
2071,58.0,84.0,2.0
2072,58.0,85.0,4.0
2073,58.0,86.0,2.0
2074,58.0,87.0,4.0
2075,58.0,88.0,4.0
2076,58.0,89.0,4.0
2077,58.0,90.0,1.0
2078,58.0,91.0,-1.0
2079,58.0,92.0,-3.0
2080,58.0,93.0,-1.0
2081,58.0,94.0,-1.0
2082,58.0,95.0,2.0
2083,58.0,96.0,2.0
2084,58.0,97.0,4.0
2085,58.0,98.0,4.0
2086,58.0,99.0,4.0
2087,58.0,100.0,4.0
2088,58.0,101.0,-4.0
2089,58.0,102.0,-4.0
2090,58.0,103.0,-4.0
2091,58.0,104.0,-4.0
2092,58.0,105.0,-4.0
2093,58.0,106.0,-4.0
2094,58.0,107.0,-4.0
2095,58.0,108.0,-4.0
2096,58.0,109.0,-4.0
2097,58.0,110.0,-4.0
2098,58.0,111.0,-4.0
2099,58.0,112.0,-4.0
2100,58.0,113.0,-4.0
2101,58.0,114.0,-4.0
2102,58.0,115.0,-3.0
2103,58.0,116.0,-2.0
2104,58.0,117.0,-2.0
2105,58.0,118.0,1.0
2106,58.0,119.0,2.0
2107,58.0,120.0,3.0
2108,58.0,121.0,3.0
2109,58.0,122.0,4.0
2110,58.0,123.0,4.0
2111,58.0,124.0,4.0
2112,58.0,125.0,4.0
2113,58.0,126.0,4.0
2114,59.0,66.0,4.0
2115,59.0,67.0,4.0
2116,59.0,68.0,4.0
2117,59.0,69.0,3.0
2118,59.0,70.0,2.0
2119,59.0,71.0,2.0
2120,59.0,72.0,1.0
2121,59.0,73.0,2.0
2122,59.0,74.0,3.0
2123,59.0,75.0,4.0
2124,59.0,76.0,4.0
2125,59.0,77.0,4.0
2126,59.0,78.0,4.0
2127,59.0,79.0,4.0
2128,59.0,80.0,4.0
2129,59.0,81.0,4.0
2130,59.0,82.0,4.0
2131,59.0,83.0,4.0
2132,59.0,84.0,4.0
2133,59.0,85.0,4.0
2134,59.0,86.0,4.0
2135,59.0,87.0,4.0
2136,59.0,88.0,4.0
2137,59.0,89.0,4.0
2138,59.0,90.0,4.0
2139,59.0,91.0,3.0
2140,59.0,92.0,2.0
2141,59.0,93.0,2.0
2142,59.0,94.0,1.0
2143,59.0,95.0,2.0
2144,59.0,96.0,2.0
2145,59.0,97.0,3.0
2146,59.0,98.0,4.0
2147,59.0,99.0,4.0
2148,59.0,100.0,4.0
2149,59.0,101.0,-3.0
2150,59.0,102.0,-4.0
2151,59.0,103.0,-4.0
2152,59.0,104.0,-4.0
2153,59.0,105.0,-4.0
2154,59.0,106.0,-4.0
2155,59.0,107.0,-4.0
2156,59.0,108.0,-4.0
2157,59.0,109.0,-4.0
2158,59.0,110.0,-4.0
2159,59.0,111.0,-4.0
2160,59.0,112.0,-4.0
2161,59.0,113.0,-4.0
2162,59.0,114.0,-4.0
2163,59.0,115.0,-4.0
2164,59.0,116.0,-3.0
2165,59.0,117.0,-2.0
2166,59.0,118.0,-1.0
2167,59.0,119.0,1.0
2168,59.0,120.0,2.0
2169,59.0,121.0,3.0
2170,59.0,122.0,3.0
2171,59.0,123.0,4.0
2172,59.0,124.0,4.0
2173,59.0,125.0,4.0
2174,59.0,126.0,4.0
2175,60.0,61.0,4.0
2176,60.0,62.0,4.0
2177,60.0,63.0,4.0
2178,60.0,64.0,4.0
2179,60.0,65.0,4.0
2180,60.0,66.0,4.0
2181,60.0,67.0,4.0
2182,60.0,68.0,4.0
2183,60.0,69.0,4.0
2184,60.0,70.0,2.0
2185,60.0,71.0,2.0
2186,60.0,72.0,1.0
2187,60.0,73.0,2.0
2188,60.0,74.0,1.0
2189,60.0,75.0,3.0
2190,60.0,76.0,3.0
2191,60.0,77.0,4.0
2192,60.0,78.0,3.0
2193,60.0,79.0,4.0
2194,60.0,80.0,3.0
2195,60.0,81.0,2.0
2196,60.0,82.0,2.0
2197,60.0,83.0,4.0
2198,60.0,84.0,4.0
2199,60.0,85.0,4.0
2200,60.0,86.0,4.0
2201,60.0,87.0,4.0
2202,60.0,88.0,4.0
2203,60.0,89.0,4.0
2204,60.0,90.0,2.0
2205,60.0,91.0,4.0
2206,60.0,92.0,3.0
2207,60.0,93.0,2.0
2208,60.0,94.0,1.0
2209,60.0,95.0,2.0
2210,60.0,96.0,-1.0
2211,60.0,97.0,2.0
2212,60.0,98.0,2.0
2213,60.0,99.0,3.0
2214,60.0,100.0,4.0
2215,60.0,101.0,2.0
2216,60.0,102.0,-4.0
2217,60.0,103.0,-4.0
2218,60.0,104.0,-4.0
2219,60.0,105.0,-4.0
2220,60.0,106.0,-4.0
2221,60.0,107.0,-4.0
2222,60.0,108.0,-4.0
2223,60.0,109.0,-4.0
2224,60.0,110.0,-4.0
2225,60.0,111.0,-4.0
2226,60.0,112.0,-4.0
2227,60.0,113.0,-4.0
2228,60.0,114.0,-4.0
2229,60.0,115.0,-4.0
2230,60.0,116.0,-3.0
2231,60.0,117.0,-2.0
2232,60.0,118.0,-1.0
2233,60.0,119.0,1.0
2234,60.0,120.0,2.0
2235,60.0,121.0,2.0
2236,60.0,122.0,3.0
2237,60.0,123.0,3.0
2238,60.0,124.0,3.0
2239,60.0,125.0,3.0
2240,60.0,126.0,4.0
2241,61.0,68.0,4.0
2242,61.0,69.0,4.0
2243,61.0,70.0,4.0
2244,61.0,71.0,4.0
2245,61.0,72.0,2.0
2246,61.0,73.0,3.0
2247,61.0,74.0,1.0
2248,61.0,75.0,2.0
2249,61.0,76.0,2.0
2250,61.0,77.0,4.0
2251,61.0,78.0,4.0
2252,61.0,79.0,4.0
2253,61.0,80.0,4.0
2254,61.0,81.0,2.0
2255,61.0,82.0,1.0
2256,61.0,83.0,4.0
2257,61.0,84.0,4.0
2258,61.0,85.0,4.0
2259,61.0,86.0,3.0
2260,61.0,87.0,4.0
2261,61.0,88.0,4.0
2262,61.0,89.0,4.0
2263,61.0,90.0,3.0
2264,61.0,91.0,4.0
2265,61.0,92.0,3.0
2266,61.0,93.0,4.0
2267,61.0,94.0,4.0
2268,61.0,95.0,4.0
2269,61.0,96.0,3.0
2270,61.0,97.0,3.0
2271,61.0,98.0,3.0
2272,61.0,99.0,3.0
2273,61.0,100.0,4.0
2274,61.0,101.0,4.0
2275,61.0,102.0,-3.0
2276,61.0,103.0,-4.0
2277,61.0,104.0,-4.0
2278,61.0,105.0,-4.0
2279,61.0,106.0,-4.0
2280,61.0,107.0,-4.0
2281,61.0,108.0,-4.0
2282,61.0,109.0,-4.0
2283,61.0,110.0,-4.0
2284,61.0,111.0,-4.0
2285,61.0,112.0,-4.0
2286,61.0,113.0,-4.0
2287,61.0,114.0,-4.0
2288,61.0,115.0,-3.0
2289,61.0,116.0,-1.0
2290,61.0,117.0,-1.0
2291,61.0,118.0,1.0
2292,61.0,119.0,2.0
2293,61.0,120.0,2.0
2294,61.0,121.0,2.0
2295,61.0,122.0,3.0
2296,61.0,123.0,3.0
2297,61.0,124.0,4.0
2298,61.0,125.0,3.0
2299,61.0,126.0,4.0
2300,62.0,64.0,4.0
2301,62.0,65.0,4.0
2302,62.0,66.0,4.0
2303,62.0,67.0,4.0
2304,62.0,68.0,4.0
2305,62.0,69.0,4.0
2306,62.0,70.0,4.0
2307,62.0,71.0,4.0
2308,62.0,72.0,4.0
2309,62.0,73.0,4.0
2310,62.0,74.0,2.0
2311,62.0,75.0,2.0
2312,62.0,76.0,1.0
2313,62.0,77.0,2.0
2314,62.0,78.0,3.0
2315,62.0,79.0,4.0
2316,62.0,80.0,2.0
2317,62.0,81.0,1.0
2318,62.0,82.0,-1.0
2319,62.0,83.0,3.0
2320,62.0,84.0,4.0
2321,62.0,85.0,4.0
2322,62.0,86.0,3.0
2323,62.0,87.0,2.0
2324,62.0,88.0,-1.0
2325,62.0,89.0,2.0
2326,62.0,90.0,3.0
2327,62.0,91.0,3.0
2328,62.0,92.0,2.0
2329,62.0,93.0,2.0
2330,62.0,94.0,1.0
2331,62.0,95.0,3.0
2332,62.0,96.0,4.0
2333,62.0,97.0,4.0
2334,62.0,98.0,3.0
2335,62.0,99.0,3.0
2336,62.0,100.0,3.0
2337,62.0,101.0,4.0
2338,62.0,102.0,3.0
2339,62.0,103.0,-4.0
2340,62.0,104.0,-4.0
2341,62.0,105.0,-4.0
2342,62.0,106.0,-4.0
2343,62.0,107.0,-4.0
2344,62.0,108.0,-4.0
2345,62.0,109.0,-4.0
2346,62.0,110.0,-4.0
2347,62.0,111.0,-4.0
2348,62.0,112.0,-4.0
2349,62.0,113.0,-4.0
2350,62.0,114.0,-4.0
2351,62.0,115.0,-3.0
2352,62.0,116.0,-1.0
2353,62.0,117.0,1.0
2354,62.0,118.0,2.0
2355,62.0,119.0,2.0
2356,62.0,120.0,2.0
2357,62.0,121.0,3.0
2358,62.0,122.0,3.0
2359,62.0,123.0,3.0
2360,62.0,124.0,3.0
2361,62.0,125.0,3.0
2362,62.0,126.0,4.0
2363,62.0,127.0,4.0
2364,62.0,128.0,4.0
2365,63.0,71.0,4.0
2366,63.0,72.0,4.0
2367,63.0,73.0,4.0
2368,63.0,74.0,4.0
2369,63.0,75.0,3.0
2370,63.0,76.0,3.0
2371,63.0,77.0,2.0
2372,63.0,78.0,3.0
2373,63.0,79.0,4.0
2374,63.0,80.0,2.0
2375,63.0,81.0,1.0
2376,63.0,82.0,-2.0
2377,63.0,83.0,2.0
2378,63.0,84.0,3.0
2379,63.0,85.0,4.0
2380,63.0,86.0,4.0
2381,63.0,87.0,2.0
2382,63.0,88.0,-1.0
2383,63.0,89.0,2.0
2384,63.0,90.0,2.0
2385,63.0,91.0,4.0
2386,63.0,92.0,3.0
2387,63.0,93.0,3.0
2388,63.0,94.0,2.0
2389,63.0,95.0,2.0
2390,63.0,96.0,2.0
2391,63.0,97.0,4.0
2392,63.0,98.0,4.0
2393,63.0,99.0,4.0
2394,63.0,100.0,4.0
2395,63.0,101.0,4.0
2396,63.0,102.0,4.0
2397,63.0,103.0,2.0
2398,63.0,104.0,2.0
2399,63.0,105.0,2.0
2400,63.0,106.0,-1.0
2401,63.0,107.0,-3.0
2402,63.0,108.0,-4.0
2403,63.0,109.0,-4.0
2404,63.0,110.0,-4.0
2405,63.0,111.0,-4.0
2406,63.0,112.0,-4.0
2407,63.0,113.0,-4.0
2408,63.0,114.0,-4.0
2409,63.0,115.0,-3.0
2410,63.0,116.0,1.0
2411,63.0,117.0,1.0
2412,63.0,118.0,4.0
2413,63.0,119.0,4.0
2414,63.0,120.0,4.0
2415,63.0,121.0,4.0
2416,63.0,122.0,4.0
2417,63.0,123.0,4.0
2418,63.0,124.0,4.0
2419,63.0,125.0,4.0
2420,63.0,126.0,4.0
2421,63.0,127.0,4.0
2422,63.0,128.0,4.0
2423,64.0,67.0,4.0
2424,64.0,68.0,4.0
2425,64.0,69.0,4.0
2426,64.0,70.0,4.0
2427,64.0,71.0,4.0
2428,64.0,72.0,4.0
2429,64.0,73.0,4.0
2430,64.0,74.0,4.0
2431,64.0,75.0,4.0
2432,64.0,76.0,4.0
2433,64.0,77.0,4.0
2434,64.0,78.0,3.0
2435,64.0,79.0,4.0
2436,64.0,80.0,3.0
2437,64.0,81.0,-1.0
2438,64.0,82.0,-4.0
2439,64.0,83.0,-1.0
2440,64.0,84.0,1.0
2441,64.0,85.0,4.0
2442,64.0,86.0,4.0
2443,64.0,87.0,3.0
2444,64.0,88.0,-2.0
2445,64.0,89.0,1.0
2446,64.0,90.0,1.0
2447,64.0,91.0,2.0
2448,64.0,92.0,2.0
2449,64.0,93.0,3.0
2450,64.0,94.0,2.0
2451,64.0,95.0,2.0
2452,64.0,96.0,1.0
2453,64.0,97.0,2.0
2454,64.0,98.0,2.0
2455,64.0,99.0,4.0
2456,64.0,100.0,4.0
2457,64.0,101.0,4.0
2458,64.0,102.0,4.0
2459,64.0,103.0,4.0
2460,64.0,104.0,1.0
2461,64.0,105.0,4.0
2462,64.0,106.0,4.0
2463,64.0,107.0,4.0
2464,64.0,108.0,4.0
2465,64.0,109.0,4.0
2466,64.0,110.0,1.0
2467,64.0,111.0,-4.0
2468,64.0,112.0,-4.0
2469,64.0,113.0,-4.0
2470,64.0,114.0,-3.0
2471,64.0,115.0,-2.0
2472,64.0,116.0,2.0
2473,64.0,117.0,2.0
2474,64.0,118.0,4.0
2475,64.0,119.0,4.0
2476,64.0,120.0,4.0
2477,64.0,121.0,4.0
2478,64.0,122.0,4.0
2479,64.0,123.0,4.0
2480,64.0,124.0,4.0
2481,64.0,125.0,4.0
2482,64.0,126.0,4.0
2483,64.0,127.0,4.0
2484,64.0,128.0,4.0
2485,65.0,75.0,4.0
2486,65.0,76.0,4.0
2487,65.0,77.0,4.0
2488,65.0,78.0,4.0
2489,65.0,79.0,4.0
2490,65.0,80.0,3.0
2491,65.0,81.0,2.0
2492,65.0,82.0,-1.0
2493,65.0,83.0,1.0
2494,65.0,84.0,1.0
2495,65.0,85.0,4.0
2496,65.0,86.0,4.0
2497,65.0,87.0,4.0
2498,65.0,88.0,2.0
2499,65.0,89.0,2.0
2500,65.0,90.0,2.0
2501,65.0,91.0,3.0
2502,65.0,92.0,2.0
2503,65.0,93.0,3.0
2504,65.0,94.0,3.0
2505,65.0,95.0,4.0
2506,65.0,96.0,2.0
2507,65.0,97.0,2.0
2508,65.0,98.0,1.0
2509,65.0,99.0,2.0
2510,65.0,100.0,4.0
2511,65.0,101.0,4.0
2512,65.0,102.0,4.0
2513,65.0,103.0,4.0
2514,65.0,104.0,2.0
2515,65.0,105.0,3.0
2516,65.0,106.0,4.0
2517,65.0,107.0,4.0
2518,65.0,108.0,4.0
2519,65.0,109.0,4.0
2520,65.0,110.0,4.0
2521,65.0,111.0,4.0
2522,65.0,112.0,4.0
2523,65.0,113.0,2.0
2524,65.0,114.0,1.0
2525,65.0,115.0,1.0
2526,65.0,116.0,3.0
2527,65.0,117.0,4.0
2528,65.0,118.0,4.0
2529,65.0,119.0,4.0
2530,65.0,120.0,4.0
2531,65.0,121.0,4.0
2532,65.0,122.0,4.0
2533,65.0,123.0,4.0
2534,65.0,124.0,4.0
2535,65.0,125.0,4.0
2536,65.0,126.0,3.0
2537,65.0,127.0,4.0
2538,65.0,128.0,4.0
2539,65.0,129.0,4.0
2540,65.0,130.0,4.0
2541,65.0,131.0,4.0
2542,65.0,132.0,4.0
2543,65.0,133.0,4.0
2544,65.0,134.0,4.0
2545,65.0,135.0,4.0
2546,65.0,136.0,4.0
2547,65.0,137.0,4.0
2548,65.0,138.0,4.0
2549,65.0,139.0,4.0
2550,65.0,140.0,4.0
2551,65.0,141.0,4.0
2552,65.0,142.0,4.0
2553,65.0,143.0,4.0
2554,65.0,144.0,4.0
2555,65.0,145.0,4.0
2556,65.0,146.0,4.0
2557,65.0,147.0,4.0
2558,65.0,148.0,4.0
2559,66.0,69.0,4.0
2560,66.0,70.0,4.0
2561,66.0,71.0,4.0
2562,66.0,72.0,4.0
2563,66.0,73.0,4.0
2564,66.0,74.0,4.0
2565,66.0,75.0,4.0
2566,66.0,76.0,4.0
2567,66.0,77.0,4.0
2568,66.0,78.0,4.0
2569,66.0,79.0,4.0
2570,66.0,80.0,3.0
2571,66.0,81.0,1.0
2572,66.0,82.0,-2.0
2573,66.0,83.0,1.0
2574,66.0,84.0,-1.0
2575,66.0,85.0,2.0
2576,66.0,86.0,2.0
2577,66.0,87.0,4.0
2578,66.0,88.0,4.0
2579,66.0,89.0,3.0
2580,66.0,90.0,2.0
2581,66.0,91.0,3.0
2582,66.0,92.0,2.0
2583,66.0,93.0,3.0
2584,66.0,94.0,2.0
2585,66.0,95.0,4.0
2586,66.0,96.0,4.0
2587,66.0,97.0,3.0
2588,66.0,98.0,2.0
2589,66.0,99.0,2.0
2590,66.0,100.0,1.0
2591,66.0,101.0,3.0
2592,66.0,102.0,3.0
2593,66.0,103.0,4.0
2594,66.0,104.0,2.0
2595,66.0,105.0,4.0
2596,66.0,106.0,4.0
2597,66.0,107.0,4.0
2598,66.0,108.0,4.0
2599,66.0,109.0,4.0
2600,66.0,110.0,4.0
2601,66.0,111.0,4.0
2602,66.0,112.0,4.0
2603,66.0,113.0,4.0
2604,66.0,114.0,4.0
2605,66.0,115.0,4.0
2606,66.0,116.0,4.0
2607,66.0,117.0,4.0
2608,66.0,118.0,4.0
2609,66.0,119.0,4.0
2610,66.0,120.0,4.0
2611,66.0,121.0,4.0
2612,66.0,122.0,4.0
2613,66.0,123.0,4.0
2614,66.0,124.0,4.0
2615,66.0,125.0,2.0
2616,66.0,126.0,2.0
2617,66.0,127.0,3.0
2618,66.0,128.0,4.0
2619,66.0,129.0,4.0
2620,66.0,130.0,4.0
2621,66.0,131.0,4.0
2622,66.0,132.0,4.0
2623,66.0,133.0,4.0
2624,66.0,134.0,4.0
2625,66.0,135.0,4.0
2626,66.0,136.0,4.0
2627,66.0,137.0,4.0
2628,66.0,138.0,4.0
2629,66.0,139.0,4.0
2630,66.0,140.0,4.0
2631,66.0,141.0,4.0
2632,66.0,142.0,4.0
2633,66.0,143.0,4.0
2634,66.0,144.0,4.0
2635,67.0,78.0,4.0
2636,67.0,79.0,4.0
2637,67.0,80.0,3.0
2638,67.0,81.0,-1.0
2639,67.0,82.0,-2.0
2640,67.0,83.0,3.0
2641,67.0,84.0,2.0
2642,67.0,85.0,3.0
2643,67.0,86.0,2.0
2644,67.0,87.0,3.0
2645,67.0,88.0,4.0
2646,67.0,89.0,4.0
2647,67.0,90.0,4.0
2648,67.0,91.0,3.0
2649,67.0,92.0,3.0
2650,67.0,93.0,3.0
2651,67.0,94.0,3.0
2652,67.0,95.0,4.0
2653,67.0,96.0,3.0
2654,67.0,97.0,4.0
2655,67.0,98.0,4.0
2656,67.0,99.0,4.0
2657,67.0,100.0,3.0
2658,67.0,101.0,3.0
2659,67.0,102.0,3.0
2660,67.0,103.0,4.0
2661,67.0,104.0,4.0
2662,67.0,105.0,4.0
2663,67.0,106.0,4.0
2664,67.0,107.0,4.0
2665,67.0,108.0,4.0
2666,67.0,109.0,4.0
2667,67.0,110.0,4.0
2668,67.0,111.0,4.0
2669,67.0,112.0,4.0
2670,67.0,113.0,4.0
2671,67.0,114.0,4.0
2672,67.0,115.0,4.0
2673,67.0,116.0,4.0
2674,67.0,117.0,4.0
2675,67.0,118.0,4.0
2676,67.0,119.0,4.0
2677,67.0,120.0,4.0
2678,67.0,121.0,4.0
2679,67.0,122.0,4.0
2680,67.0,123.0,4.0
2681,67.0,124.0,4.0
2682,67.0,125.0,1.0
2683,67.0,126.0,1.0
2684,67.0,127.0,2.0
2685,67.0,128.0,4.0
2686,67.0,129.0,4.0
2687,67.0,130.0,4.0
2688,67.0,131.0,4.0
2689,67.0,132.0,4.0
2690,67.0,133.0,4.0
2691,67.0,134.0,4.0
2692,67.0,135.0,4.0
2693,67.0,136.0,4.0
2694,67.0,137.0,4.0
2695,67.0,138.0,4.0
2696,67.0,139.0,4.0
2697,67.0,140.0,4.0
2698,67.0,141.0,4.0
2699,67.0,142.0,4.0
2700,67.0,143.0,4.0
2701,67.0,144.0,4.0
2702,67.0,145.0,4.0
2703,67.0,146.0,4.0
2704,68.0,72.0,4.0
2705,68.0,73.0,4.0
2706,68.0,74.0,4.0
2707,68.0,75.0,4.0
2708,68.0,76.0,4.0
2709,68.0,77.0,4.0
2710,68.0,78.0,4.0
2711,68.0,79.0,4.0
2712,68.0,80.0,1.0
2713,68.0,81.0,-3.0
2714,68.0,82.0,-4.0
2715,68.0,83.0,1.0
2716,68.0,84.0,2.0
2717,68.0,85.0,3.0
2718,68.0,86.0,1.0
2719,68.0,87.0,2.0
2720,68.0,88.0,2.0
2721,68.0,89.0,4.0
2722,68.0,90.0,4.0
2723,68.0,91.0,4.0
2724,68.0,92.0,3.0
2725,68.0,93.0,3.0
2726,68.0,94.0,2.0
2727,68.0,95.0,3.0
2728,68.0,96.0,3.0
2729,68.0,97.0,3.0
2730,68.0,98.0,4.0
2731,68.0,99.0,4.0
2732,68.0,100.0,4.0
2733,68.0,101.0,4.0
2734,68.0,102.0,4.0
2735,68.0,103.0,4.0
2736,68.0,104.0,4.0
2737,68.0,105.0,4.0
2738,68.0,106.0,4.0
2739,68.0,107.0,4.0
2740,68.0,108.0,4.0
2741,68.0,109.0,4.0
2742,68.0,110.0,4.0
2743,68.0,111.0,4.0
2744,68.0,112.0,4.0
2745,68.0,113.0,4.0
2746,68.0,114.0,4.0
2747,68.0,115.0,4.0
2748,68.0,116.0,4.0
2749,68.0,117.0,4.0
2750,68.0,118.0,4.0
2751,68.0,119.0,4.0
2752,68.0,120.0,4.0
2753,68.0,121.0,2.0
2754,68.0,122.0,2.0
2755,68.0,123.0,2.0
2756,68.0,124.0,2.0
2757,68.0,125.0,1.0
2758,68.0,126.0,-1.0
2759,68.0,127.0,-1.0
2760,68.0,128.0,1.0
2761,68.0,129.0,3.0
2762,68.0,130.0,4.0
2763,68.0,131.0,4.0
2764,68.0,132.0,4.0
2765,68.0,133.0,4.0
2766,68.0,134.0,4.0
2767,68.0,135.0,4.0
2768,68.0,136.0,4.0
2769,68.0,137.0,4.0
2770,68.0,138.0,4.0
2771,68.0,139.0,4.0
2772,68.0,140.0,4.0
2773,68.0,141.0,4.0
2774,68.0,142.0,4.0
2775,68.0,143.0,4.0
2776,68.0,144.0,4.0
2777,68.0,145.0,4.0
2778,68.0,146.0,4.0
2779,68.0,147.0,4.0
2780,68.0,148.0,4.0
2781,68.0,149.0,4.0
2782,68.0,150.0,4.0
2783,68.0,151.0,4.0
2784,68.0,152.0,4.0
2785,68.0,153.0,4.0
2786,68.0,154.0,4.0
2787,69.0,82.0,-3.0
2788,69.0,83.0,1.0
2789,69.0,84.0,3.0
2790,69.0,85.0,4.0
2791,69.0,86.0,3.0
2792,69.0,87.0,3.0
2793,69.0,88.0,2.0
2794,69.0,89.0,4.0
2795,69.0,90.0,4.0
2796,69.0,91.0,4.0
2797,69.0,92.0,4.0
2798,69.0,93.0,4.0
2799,69.0,94.0,4.0
2800,69.0,95.0,4.0
2801,69.0,96.0,4.0
2802,69.0,97.0,4.0
2803,69.0,98.0,4.0
2804,69.0,99.0,4.0
2805,69.0,100.0,4.0
2806,69.0,101.0,4.0
2807,69.0,102.0,4.0
2808,69.0,103.0,3.0
2809,69.0,104.0,4.0
2810,69.0,105.0,4.0
2811,69.0,106.0,4.0
2812,69.0,107.0,4.0
2813,69.0,108.0,4.0
2814,69.0,109.0,4.0
2815,69.0,110.0,4.0
2816,69.0,111.0,4.0
2817,69.0,112.0,4.0
2818,69.0,113.0,4.0
2819,69.0,114.0,4.0
2820,69.0,115.0,4.0
2821,69.0,116.0,4.0
2822,69.0,117.0,4.0
2823,69.0,118.0,4.0
